Vreme logovanja:,Tip log podatka:,Poruka:                                                                                            .
Saturday, September 25, 2021 6:17:37 PM,INFO,Aplikacija je pocela sa radom.
Saturday, September 25, 2021 6:17:38 PM,INFO,Zatrazeni svi nazivi drzava iz baze.
Saturday, September 25, 2021 6:17:48 PM,INFO,Zatrazeni podaci iz baze o drzavi sa nazivom: Serbia                                                                                              .
Saturday, September 25, 2021 6:19:06 PM,INFO,Aplikacija je pocela sa radom.
Saturday, September 25, 2021 6:19:07 PM,INFO,Zatrazeni svi nazivi drzava iz baze.
Saturday, September 25, 2021 6:19:19 PM,INFO,Zatrazeni podaci iz baze o drzavi sa nazivom: Serbia                                                                                              .
Saturday, September 25, 2021 7:20:57 PM,INFO,Aplikacija je pocela sa radom.
Saturday, September 25, 2021 7:20:58 PM,INFO,Zatrazeni svi nazivi drzava iz baze.
Saturday, September 25, 2021 7:33:56 PM,INFO,Zatrazeni podaci iz baze o drzavi sa nazivom: Serbia                                                                                              .
Thursday, May 5, 2011 12:00:00 AM,INFO,Poruka
Sunday, September 26, 2021 7:01:29 PM,INFO,Zatrazeni svi nazivi drzava.
Sunday, September 26, 2021 7:02:13 PM,INFO,Zatrazeno kratko ime drzave za pun naziv:
Sunday, September 26, 2021 7:04:10 PM,INFO,Zatrazeni svi nazivi drzava.
Sunday, September 26, 2021 7:04:22 PM,INFO,Zatrazeno kratko ime drzave za pun naziv:
Sunday, September 26, 2021 7:05:59 PM,INFO,Zatrazeni svi nazivi drzava.
Sunday, September 26, 2021 7:08:40 PM,INFO,Zatrazeni svi nazivi drzava.
Sunday, September 26, 2021 7:09:46 PM,INFO,Zatrazeni svi nazivi drzava.
Sunday, September 26, 2021 7:10:10 PM,INFO,Zatrazeno kratko ime drzave za pun naziv:Spain
Sunday, September 26, 2021 7:10:19 PM,INFO,Dodata drzava:Spain
Sunday, September 26, 2021 7:12:08 PM,INFO,Zatrazeni svi nazivi drzava.
Sunday, September 26, 2021 7:12:17 PM,INFO,Zatrazeno kratko ime drzave za pun naziv:Spain
Sunday, September 26, 2021 7:12:23 PM,INFO,Dodata drzava:Spain
Sunday, September 26, 2021 7:14:47 PM,INFO,Zatrazeni svi nazivi drzava.
Sunday, September 26, 2021 7:15:16 PM,INFO,Zatrazeno kratko ime drzave za pun naziv:Bulgaria
Sunday, September 26, 2021 7:15:16 PM,INFO,Dodata drzava:Bulgaria
Sunday, September 26, 2021 7:22:06 PM,INFO,Zatrazeni svi nazivi drzava.
Sunday, September 26, 2021 7:22:25 PM,INFO,Zatrazeni svi nazivi drzava.
Sunday, September 26, 2021 7:23:01 PM,INFO,Zatrazeni podaci za drzavu: Serbia                                                                                              
Sunday, September 26, 2021 7:28:22 PM,INFO,Zatrazeni svi nazivi drzava.
Sunday, September 26, 2021 7:29:17 PM,INFO,Zatrazeni svi nazivi drzava.
Sunday, September 26, 2021 7:29:35 PM,INFO,Zatrazeni svi nazivi drzava.
Sunday, September 26, 2021 7:30:12 PM,INFO,Zatrazeni svi nazivi drzava.
Sunday, September 26, 2021 7:30:53 PM,INFO,Zatrazeni svi nazivi drzava.
Sunday, September 26, 2021 7:31:11 PM,INFO,Zatrazeni svi nazivi drzava.
Sunday, September 26, 2021 7:31:17 PM,INFO,Zatrazeni svi nazivi drzava.
Sunday, September 26, 2021 7:32:21 PM,INFO,Zatrazeni svi nazivi drzava.
Sunday, September 26, 2021 7:32:30 PM,INFO,Zatrazeni svi nazivi drzava.
Sunday, September 26, 2021 7:32:57 PM,INFO,Zatrazeni svi nazivi drzava.
Sunday, September 26, 2021 7:33:18 PM,INFO,Zatrazeni svi nazivi drzava.
Sunday, September 26, 2021 7:33:50 PM,INFO,Zatrazeni svi nazivi drzava.
Sunday, September 26, 2021 7:46:08 PM,ERROR,Greska prilikom eksporta, nisu prosledjeni podaci
Sunday, September 26, 2021 7:46:08 PM,ERROR,Greska prilikom eksporta, nisu prosledjeni podaci
Sunday, September 26, 2021 7:46:17 PM,INFO,Zatrazeno kratko ime drzave za pun naziv:Serbia
Sunday, September 26, 2021 7:46:23 PM,INFO,Dodato 5 entiteta podataka o potrosnji za drzavu:Serbia
Sunday, September 26, 2021 7:46:23 PM,INFO,Dodato 2 entiteta podataka o vremenu za drzavu:Serbia
Sunday, September 26, 2021 7:46:23 PM,ERROR,Nije prosledjen naziv drzave
Sunday, September 26, 2021 7:46:23 PM,ERROR,Nije prosledjen naziv drzave
Sunday, September 26, 2021 7:46:23 PM,ERROR,Nije prosledjen validan fajl
Sunday, September 26, 2021 7:46:23 PM,INFO,Zatrazeno kratko ime drzave za pun naziv:Serbia
Sunday, September 26, 2021 7:46:23 PM,INFO,Dodato 5 entiteta podataka o potrosnji za drzavu:Serbia
Sunday, September 26, 2021 7:46:23 PM,ERROR,Nije prosledjen naziv drzave
Sunday, September 26, 2021 7:46:23 PM,ERROR,Nije prosledjen naziv drzave
Sunday, September 26, 2021 7:46:23 PM,ERROR,Nije prosledjen validan fajl
Sunday, September 26, 2021 7:46:23 PM,INFO,Dodato 2 entiteta podataka o vremenu za drzavu:Serbia
Sunday, September 26, 2021 7:46:31 PM,ERROR,Greska prilikom konverzije
Thursday, May 5, 2011 12:00:00 AM,INFO,Poruka
Sunday, September 26, 2021 7:47:05 PM,ERROR,Greska prilikom eksporta, nisu prosledjeni podaci
Sunday, September 26, 2021 7:47:05 PM,ERROR,Greska prilikom eksporta, nisu prosledjeni podaci
Sunday, September 26, 2021 7:47:05 PM,INFO,Zatrazeno kratko ime drzave za pun naziv:Serbia
Sunday, September 26, 2021 7:47:10 PM,INFO,Dodato 5 entiteta podataka o potrosnji za drzavu:Serbia
Sunday, September 26, 2021 7:47:10 PM,INFO,Dodato 2 entiteta podataka o vremenu za drzavu:Serbia
Sunday, September 26, 2021 7:47:10 PM,ERROR,Nije prosledjen naziv drzave
Sunday, September 26, 2021 7:47:10 PM,ERROR,Nije prosledjen naziv drzave
Sunday, September 26, 2021 7:47:10 PM,ERROR,Nije prosledjen validan fajl
Sunday, September 26, 2021 7:47:10 PM,INFO,Zatrazeno kratko ime drzave za pun naziv:Serbia
Sunday, September 26, 2021 7:47:10 PM,INFO,Dodato 5 entiteta podataka o potrosnji za drzavu:Serbia
Sunday, September 26, 2021 7:47:10 PM,ERROR,Nije prosledjen naziv drzave
Sunday, September 26, 2021 7:47:10 PM,ERROR,Nije prosledjen naziv drzave
Sunday, September 26, 2021 7:47:10 PM,ERROR,Nije prosledjen validan fajl
Sunday, September 26, 2021 7:47:10 PM,INFO,Dodato 2 entiteta podataka o vremenu za drzavu:Serbia
Sunday, September 26, 2021 7:47:10 PM,ERROR,Greska prilikom konverzije
Thursday, May 5, 2011 12:00:00 AM,INFO,Poruka
Sunday, September 26, 2021 7:49:08 PM,ERROR,Greska prilikom eksporta, nisu prosledjeni podaci
Sunday, September 26, 2021 7:49:09 PM,ERROR,Greska prilikom eksporta, nisu prosledjeni podaci
Sunday, September 26, 2021 7:49:09 PM,INFO,Zatrazeno kratko ime drzave za pun naziv:Serbia
Sunday, September 26, 2021 7:49:14 PM,INFO,Dodato 5 entiteta podataka o potrosnji za drzavu:Serbia
Sunday, September 26, 2021 7:49:14 PM,INFO,Dodato 2 entiteta podataka o vremenu za drzavu:Serbia
Sunday, September 26, 2021 7:49:14 PM,ERROR,Nije prosledjen naziv drzave
Sunday, September 26, 2021 7:49:14 PM,ERROR,Nije prosledjen naziv drzave
Sunday, September 26, 2021 7:49:14 PM,ERROR,Nije prosledjen validan fajl
Sunday, September 26, 2021 7:49:14 PM,INFO,Zatrazeno kratko ime drzave za pun naziv:Serbia
Sunday, September 26, 2021 7:49:14 PM,INFO,Dodato 5 entiteta podataka o potrosnji za drzavu:Serbia
Sunday, September 26, 2021 7:49:14 PM,ERROR,Nije prosledjen naziv drzave
Sunday, September 26, 2021 7:49:14 PM,ERROR,Nije prosledjen naziv drzave
Sunday, September 26, 2021 7:49:14 PM,ERROR,Nije prosledjen validan fajl
Sunday, September 26, 2021 7:49:14 PM,INFO,Dodato 2 entiteta podataka o vremenu za drzavu:Serbia
Sunday, September 26, 2021 7:49:14 PM,ERROR,Greska prilikom konverzije
Thursday, May 5, 2011 12:00:00 AM,INFO,Poruka
Sunday, September 26, 2021 7:50:40 PM,ERROR,Greska prilikom eksporta, nisu prosledjeni podaci
Sunday, September 26, 2021 7:50:40 PM,ERROR,Greska prilikom eksporta, nisu prosledjeni podaci
Sunday, September 26, 2021 7:50:41 PM,INFO,Zatrazeno kratko ime drzave za pun naziv:Serbia
Sunday, September 26, 2021 7:50:45 PM,INFO,Dodato 5 entiteta podataka o potrosnji za drzavu:Serbia
Sunday, September 26, 2021 7:50:46 PM,INFO,Dodato 2 entiteta podataka o vremenu za drzavu:Serbia
Sunday, September 26, 2021 7:50:46 PM,ERROR,Nije prosledjen naziv drzave
Sunday, September 26, 2021 7:50:46 PM,ERROR,Nije prosledjen naziv drzave
Sunday, September 26, 2021 7:50:46 PM,ERROR,Nije prosledjen validan fajl
Sunday, September 26, 2021 7:50:46 PM,INFO,Zatrazeno kratko ime drzave za pun naziv:Serbia
Sunday, September 26, 2021 7:50:46 PM,INFO,Dodato 5 entiteta podataka o potrosnji za drzavu:Serbia
Sunday, September 26, 2021 7:50:46 PM,ERROR,Nije prosledjen naziv drzave
Sunday, September 26, 2021 7:50:46 PM,ERROR,Nije prosledjen naziv drzave
Sunday, September 26, 2021 7:50:46 PM,ERROR,Nije prosledjen validan fajl
Sunday, September 26, 2021 7:50:46 PM,INFO,Dodato 2 entiteta podataka o vremenu za drzavu:Serbia
Sunday, September 26, 2021 7:50:46 PM,ERROR,Greska prilikom konverzije
Thursday, May 5, 2011 12:00:00 AM,INFO,Poruka
Sunday, September 26, 2021 7:54:30 PM,ERROR,Greska prilikom eksporta, nisu prosledjeni podaci
Sunday, September 26, 2021 7:54:30 PM,ERROR,Greska prilikom eksporta, nisu prosledjeni podaci
Sunday, September 26, 2021 7:54:31 PM,INFO,Zatrazeno kratko ime drzave za pun naziv:Serbia
Sunday, September 26, 2021 7:54:35 PM,INFO,Dodato 5 entiteta podataka o potrosnji za drzavu:Serbia
Sunday, September 26, 2021 7:54:36 PM,INFO,Dodato 2 entiteta podataka o vremenu za drzavu:Serbia
Sunday, September 26, 2021 7:54:36 PM,ERROR,Nije prosledjen naziv drzave
Sunday, September 26, 2021 7:54:36 PM,ERROR,Nije prosledjen naziv drzave
Sunday, September 26, 2021 7:54:36 PM,ERROR,Nije prosledjen validan fajl
Sunday, September 26, 2021 7:54:36 PM,INFO,Zatrazeno kratko ime drzave za pun naziv:Serbia
Sunday, September 26, 2021 7:54:36 PM,INFO,Dodato 5 entiteta podataka o potrosnji za drzavu:Serbia
Sunday, September 26, 2021 7:54:36 PM,ERROR,Nije prosledjen naziv drzave
Sunday, September 26, 2021 7:54:36 PM,ERROR,Nije prosledjen naziv drzave
Sunday, September 26, 2021 7:54:36 PM,ERROR,Nije prosledjen validan fajl
Sunday, September 26, 2021 7:54:36 PM,INFO,Dodato 2 entiteta podataka o vremenu za drzavu:Serbia
Sunday, September 26, 2021 7:54:36 PM,ERROR,Greska prilikom konverzije
Thursday, May 5, 2011 12:00:00 AM,INFO,Poruka
Sunday, September 26, 2021 7:55:37 PM,ERROR,Greska prilikom eksporta, nisu prosledjeni podaci
Sunday, September 26, 2021 7:55:37 PM,ERROR,Greska prilikom eksporta, nisu prosledjeni podaci
Sunday, September 26, 2021 7:55:38 PM,INFO,Zatrazeno kratko ime drzave za pun naziv:Serbia
Sunday, September 26, 2021 7:55:43 PM,INFO,Dodato 5 entiteta podataka o potrosnji za drzavu:Serbia
Sunday, September 26, 2021 7:55:43 PM,INFO,Dodato 2 entiteta podataka o vremenu za drzavu:Serbia
Sunday, September 26, 2021 7:55:43 PM,ERROR,Nije prosledjen naziv drzave
Sunday, September 26, 2021 7:55:43 PM,ERROR,Nije prosledjen naziv drzave
Sunday, September 26, 2021 7:55:43 PM,ERROR,Nije prosledjen validan fajl
Sunday, September 26, 2021 7:55:43 PM,INFO,Zatrazeno kratko ime drzave za pun naziv:Serbia
Sunday, September 26, 2021 7:55:43 PM,INFO,Dodato 5 entiteta podataka o potrosnji za drzavu:Serbia
Sunday, September 26, 2021 7:55:43 PM,ERROR,Nije prosledjen naziv drzave
Sunday, September 26, 2021 7:55:43 PM,ERROR,Nije prosledjen naziv drzave
Sunday, September 26, 2021 7:55:43 PM,ERROR,Nije prosledjen validan fajl
Sunday, September 26, 2021 7:55:43 PM,INFO,Dodato 2 entiteta podataka o vremenu za drzavu:Serbia
Sunday, September 26, 2021 7:55:43 PM,ERROR,Greska prilikom konverzije
Thursday, May 5, 2011 12:00:00 AM,INFO,Poruka
Sunday, September 26, 2021 7:57:26 PM,ERROR,Greska prilikom eksporta, nisu prosledjeni podaci
Sunday, September 26, 2021 7:57:26 PM,ERROR,Greska prilikom eksporta, nisu prosledjeni podaci
Sunday, September 26, 2021 7:57:26 PM,INFO,Zatrazeno kratko ime drzave za pun naziv:Serbia
Sunday, September 26, 2021 7:57:31 PM,INFO,Dodato 5 entiteta podataka o potrosnji za drzavu:Serbia
Sunday, September 26, 2021 7:57:31 PM,INFO,Dodato 2 entiteta podataka o vremenu za drzavu:Serbia
Sunday, September 26, 2021 7:57:31 PM,ERROR,Nije prosledjen naziv drzave
Sunday, September 26, 2021 7:57:31 PM,ERROR,Nije prosledjen naziv drzave
Sunday, September 26, 2021 7:57:31 PM,ERROR,Nije prosledjen validan fajl
Sunday, September 26, 2021 7:57:31 PM,INFO,Zatrazeno kratko ime drzave za pun naziv:Serbia
Sunday, September 26, 2021 7:57:31 PM,INFO,Dodato 5 entiteta podataka o potrosnji za drzavu:Serbia
Sunday, September 26, 2021 7:57:31 PM,ERROR,Nije prosledjen naziv drzave
Sunday, September 26, 2021 7:57:31 PM,ERROR,Nije prosledjen naziv drzave
Sunday, September 26, 2021 7:57:31 PM,ERROR,Nije prosledjen validan fajl
Sunday, September 26, 2021 7:57:31 PM,INFO,Dodato 2 entiteta podataka o vremenu za drzavu:Serbia
Sunday, September 26, 2021 7:57:31 PM,ERROR,Greska prilikom konverzije
Thursday, May 5, 2011 12:00:00 AM,INFO,Poruka
Sunday, September 26, 2021 21:22:27,INFO,Zatrazeni svi nazivi drzava.
Sunday, September 26, 2021 21:24:17,INFO,Zatrazeni svi nazivi drzava.
Sunday, September 26, 2021 21:24:44,INFO,Zatrazeno kratko ime drzave za pun naziv:France
Sunday, September 26, 2021 21:24:44,INFO,Dodata drzava:France
Sunday, September 26, 2021 21:25:14,INFO,Zatrazeni svi nazivi drzava.
Sunday, September 26, 2021 21:26:20,INFO,Zatrazeno kratko ime drzave za pun naziv:France
Sunday, September 26, 2021 21:26:53,INFO,Dodato 314 entiteta podataka o potrosnji za drzavu:France
Sunday, September 26, 2021 21:26:54,ERROR,Greska prilikom importa
Sunday, September 26, 2021 21:27:25,INFO,Zatrazeno kratko ime drzave za pun naziv:France
Sunday, September 26, 2021 21:27:29,INFO,Zatrazeno kratko ime drzave za pun naziv:France
Sunday, September 26, 2021 21:28:06,INFO,Dodato 314 entiteta podataka o potrosnji za drzavu:France
Sunday, September 26, 2021 21:28:08,ERROR,Greska prilikom importa
Sunday, September 26, 2021 21:28:11,INFO,Dodato 314 entiteta podataka o potrosnji za drzavu:France
Sunday, September 26, 2021 21:28:12,ERROR,Greska prilikom importa
Sunday, September 26, 2021 21:28:37,INFO,Zatrazeno kratko ime drzave za pun naziv:Serbia
Sunday, September 26, 2021 21:29:14,INFO,Dodato 314 entiteta podataka o potrosnji za drzavu:Serbia
Sunday, September 26, 2021 21:29:15,ERROR,Greska prilikom importa
Sunday, September 26, 2021 21:33:11,INFO,Zatrazeni svi nazivi drzava.
Sunday, September 26, 2021 21:46:19,INFO,Zatrazeno kratko ime drzave za pun naziv:Greece
Sunday, September 26, 2021 21:46:19,INFO,Dodata drzava:Greece
Sunday, September 26, 2021 21:46:23,INFO,Zatrazeni svi nazivi drzava.
Sunday, September 26, 2021 21:49:47,INFO,Zatrazeno kratko ime drzave za pun naziv:Greece
Sunday, September 26, 2021 21:50:20,INFO,Dodato 74 entiteta podataka o potrosnji za drzavu:Greece
Sunday, September 26, 2021 21:50:21,INFO,Dodato 143 entiteta podataka o vremenu za drzavu:Greece
Sunday, September 26, 2021 21:52:41,INFO,Zatrazeni podaci za drzavu: Greece                                                                                              
Sunday, September 26, 2021 22:00:12,ERROR,Greska prilikom eksporta, nisu prosledjeni podaci
Sunday, September 26, 2021 22:00:12,ERROR,Greska prilikom eksporta, nisu prosledjeni podaci
Sunday, September 26, 2021 22:00:12,INFO,Zatrazeno kratko ime drzave za pun naziv:Serbia
Sunday, September 26, 2021 22:01:17,ERROR,Nije prosledjen naziv drzave
Sunday, September 26, 2021 22:01:17,ERROR,Nije prosledjen naziv drzave
Sunday, September 26, 2021 22:01:17,ERROR,Nije prosledjen validan fajl
Sunday, September 26, 2021 22:01:17,INFO,Zatrazeno kratko ime drzave za pun naziv:Serbia
Sunday, September 26, 2021 22:01:48,ERROR,Nije prosledjen naziv drzave
Sunday, September 26, 2021 22:01:48,ERROR,Nije prosledjen naziv drzave
Sunday, September 26, 2021 22:01:48,ERROR,Nije prosledjen validan fajl
Sunday, September 26, 2021 22:01:48,ERROR,Greska prilikom konverzije
Thursday, May 5, 2011 00:00:00,INFO,Poruka
Sunday, September 26, 2021 22:10:07,ERROR,Greska prilikom eksporta, nisu prosledjeni podaci
Sunday, September 26, 2021 22:10:07,ERROR,Greska prilikom eksporta, nisu prosledjeni podaci
Sunday, September 26, 2021 22:10:07,INFO,Zatrazeno kratko ime drzave za pun naziv:Serbia
Sunday, September 26, 2021 22:10:10,INFO,Dodato 5 entiteta podataka o potrosnji za drzavu:Serbia
Sunday, September 26, 2021 22:10:10,INFO,Dodato 2 entiteta podataka o vremenu za drzavu:Serbia
Sunday, September 26, 2021 22:10:10,ERROR,Nije prosledjen naziv drzave
Sunday, September 26, 2021 22:10:10,ERROR,Nije prosledjen naziv drzave
Sunday, September 26, 2021 22:10:10,ERROR,Nije prosledjen validan fajl
Sunday, September 26, 2021 22:10:10,INFO,Zatrazeno kratko ime drzave za pun naziv:Serbia
Sunday, September 26, 2021 22:10:10,INFO,Dodato 5 entiteta podataka o potrosnji za drzavu:Serbia
Sunday, September 26, 2021 22:10:10,ERROR,Nije prosledjen naziv drzave
Sunday, September 26, 2021 22:10:10,ERROR,Nije prosledjen naziv drzave
Sunday, September 26, 2021 22:10:10,ERROR,Nije prosledjen validan fajl
Sunday, September 26, 2021 22:10:10,INFO,Dodato 2 entiteta podataka o vremenu za drzavu:Serbia
Sunday, September 26, 2021 22:10:10,ERROR,Greska prilikom konverzije
Thursday, May 5, 2011 00:00:00,INFO,Poruka
Sunday, September 26, 2021 23:27:22,ERROR,Greska prilikom eksporta, nisu prosledjeni podaci
Sunday, September 26, 2021 23:27:44,ERROR,Greska prilikom eksporta, nisu prosledjeni podaci
Sunday, September 26, 2021 23:27:45,ERROR,Greska prilikom eksporta, nisu prosledjeni podaci
Sunday, September 26, 2021 23:27:45,INFO,Zatrazeno kratko ime drzave za pun naziv:Serbia
Sunday, September 26, 2021 23:27:48,INFO,Dodato 5 entiteta podataka o potrosnji za drzavu:Serbia
Sunday, September 26, 2021 23:27:48,INFO,Dodato 2 entiteta podataka o vremenu za drzavu:Serbia
Sunday, September 26, 2021 23:27:48,ERROR,Nije prosledjen naziv drzave
Sunday, September 26, 2021 23:27:48,ERROR,Nije prosledjen naziv drzave
Sunday, September 26, 2021 23:27:48,ERROR,Nije prosledjen validan fajl
Sunday, September 26, 2021 23:27:48,INFO,Zatrazeno kratko ime drzave za pun naziv:Serbia
Sunday, September 26, 2021 23:27:48,INFO,Dodato 5 entiteta podataka o potrosnji za drzavu:Serbia
Sunday, September 26, 2021 23:27:48,ERROR,Nije prosledjen naziv drzave
Sunday, September 26, 2021 23:27:48,ERROR,Nije prosledjen naziv drzave
Sunday, September 26, 2021 23:27:48,ERROR,Nije prosledjen validan fajl
Sunday, September 26, 2021 23:27:48,INFO,Dodato 2 entiteta podataka o vremenu za drzavu:Serbia
Sunday, September 26, 2021 23:27:48,ERROR,Greska prilikom konverzije
Thursday, May 5, 2011 00:00:00,INFO,Poruka
Monday, September 27, 2021 02:51:00,INFO,Zatrazeni svi nazivi drzava.
Monday, September 27, 2021 02:51:00,INFO,Zatrazeno kratko ime drzave za pun naziv:Greece
Monday, September 27, 2021 02:54:07,INFO,Zatrazeni svi nazivi drzava.
Monday, September 27, 2021 02:54:12,INFO,Zatrazeno kratko ime drzave za pun naziv:France
